date,rating,userName,review,title,isEdited,app_name,app_id,developerResponse
2020-06-27 00:40:12,5,jung mun,"This is the absolute best to-go experience we’ve had since SIP started. Chef’s ability to translate her dishes into takeaway form obviously was a tremendous work of love and skill. Quality is spot on, flavors are amazing and bright, and don’t get me started on the cocktails. We order from Top Hatters at least once a week and I even did a large group order for our social bubble one special evening. Favorites are the entire cocktail menu, spring salad, vermicelli bowls, the mochi sesame balls (which are exactly like my grandmother’s “lek doi”!), and the pepita little gem salad. 💜",Hands down the BEST,False,toast-takeout-delivery,1362180579,
2020-08-19 16:59:12,4,Cheetohead,"Works great for your basic orders. But please give us:
—Ability to edit/add to a saved order. I have my usual favorite order, but today someone else is joining me.  I have to start from scratch, as no way to edit the reorder cart, and trying to add my reorder to other items in a new cart wipes out that cart. So I have to manually reenter the entire combined order. That’s kludgy and silly. 
—Let us heart or otherwise save our favorite restaurants, then view them as a separate list. Pretty basic functionality in most apps with a huge list of options.","Solid basics, but needs 2 key features",False,toast-takeout-delivery,1362180579,
2021-02-13 18:01:27,3,Wheaton Ron,"Toast is a great tool for restaurants, probably on the expensive side for them, but a-nice tool.  I am a customer of the various restaurants that use Toast. If you have a problem ordering good luck getting your issue resolved. The Toast support crew supports the restaurants, not the end customer like me. If you have a problem, contacting Toast is of no help—they only seem to help restaurants—their paying customers. You need to contact the restaurant directly, which when they are busy, it is next to impossible. What Toast should do, is have a person(s) that supports ordering customers and another crew that supports the restaurants directly.",Decent tool poor end user help,False,toast-takeout-delivery,1362180579,
2020-12-19 22:32:37,4,Cocosthebest,Overall the app is good but recommend 2 areas of improvement: 1) if load a previous order into shopping cart to save time you can only delete items and not add any additional items. For instance 5 items from last order added but want to change one item—can’t do it—if you delete item and go back to order the new one the other 4 items are no longer in your cart so you are essentially putting in the whole order anyway. 2). Can’t seem to change my email address in the Edit Profile!,Cart not flexible,False,toast-takeout-delivery,1362180579,
2020-08-16 16:26:51,4,cmwasmund,"Some of my favorite local restaurants use Toast for their curbside offerings, and it works great! Once I find my restaurants that I want to order from, it’s super easy to use.

I wish it were possible to pin or flag my favorite restaurants so it were easier to find them on the app. The app is location dependent, and I have to enter an old address since these stops are in a different neighborhood than where I live now. Maybe in a future version of the app we will be able to save certain restaurants so they always show up at the top of the app when we log on.",Easy to use,False,toast-takeout-delivery,1362180579,
2021-06-21 02:42:43,4,MN Golfer,"On fathers day I ordered food from my favorite local Thai restaurant. The app told me my order would be ready in 20 minutes. I arrived at the restaurant for the pickup time and was told my order would be ready in additional 30 minutes, I canceled my order by talking to the manager. They were very busy with other other takeout orders from bite squad, Uber eats and grub hub. It would be nice to be informed on the app when the food prep will take longer than normal. I guess I will now have order from the app and call the restaurant before leaving to pickup my order.",Good for takeout,False,toast-takeout-delivery,1362180579,
2020-06-28 21:37:04,2,Forest10W,"When setting up a new account and entering credit card information none of the forms allow for auto fill on iOS. This means that users have to manually enter values in each field and adds friction to the ordering process. You should be properly tagging your form fields so that iOS can auto populate them for users. You shouldn’t make it so hard for your users to complete an order.

Also please add Apple Pay to the payment types! It’s easier to use, requires the user to enter less data, and is more secure. 

Finally, how about an iPad app? It’s 2020...maybe it’s time to learn autolayout or at least let your web views scale to the full screen.",Form fields need auto fill tags,False,toast-takeout-delivery,1362180579,
2021-06-22 00:48:30,1,XKateMariex,"I placed a delivery order that was never fulfilled. The app claimed it was completed after 15 mins. I called the restaurant and hour and a half after placing the order to see if the food was still waiting to be picked up. It was. So I wasted my time and money waiting, paying for a service that was never fulfilled, and going out of my way to pick up cold food 2 hrs after it had been prepared. I tried submitting a “help ticket” requesting to at the very least have the delivery charge reversed. No response. There are enough other delivery apps out there that actually fulfill orders and care to make up for mistakes. The poor quality of the service this company offers & their lack of response led me here.",Impossible to contact driver or corporate,False,toast-takeout-delivery,1362180579,
2020-10-05 17:00:58,1,JPP2018,"Choose your email and phone number carefully you can’t change. I set up via a merchant a while back now I want to update my email address,supports totally user unfriendly solution:

Right now we aren't able to update an email address on an account. We do have a few options though. If you'd like to have a new account with that other email address I would start a new account. You'll just need access to a secondary phone number in order to do so. If you don't have a secondary phone number, I'd suggest checking out a service like Google Voice which is able to create a phone number for free and forward the contacts to another cell number.",Cant change your account email or phone apparently,False,toast-takeout-delivery,1362180579,
2021-07-19 00:50:01,1,jdjfurjfhuekqldufj,"I used toast to order from a restaurant when I was staying at a nearby hotel.  I was charged for my order and told it would be ready on 15 minutes.  I walked to the restaurant to pick up my food, only to find out it was closed for that evening.  Toast doesn’t issue you a refund.  They email the restaurant, and when nothing came of it, told me to dispute the charge.  If you ever use them to order, be sure to call the restaurant first to make sure you actually are ordering from a place that can fulfill your order.  I wasted my time ordering from them, walking back and forth to a closed restaurant, and now writing this review and soon to be disputing my charge.  Seems like terrible customer service.",Charged for Nothing,False,toast-takeout-delivery,1362180579,
2021-04-30 21:48:46,5,lindsay-ml,"We’ve relied more and more on takeout to support local restaurants during the pandemic, and we want to keep doing so after things go back to normal (alongside eating out again). But we HATE all the fees and knowing that other apps take such a significant cut from our favorite restaurants. Toast is amazing for ensuring that our local go to spots get the most bang from our buck, and we really appreciate that.",Supporting local without the middleman fees,False,toast-takeout-delivery,1362180579,
2021-09-02 01:57:33,1,JonAbt,"Toast is against privacy as they will not allow any of their websites or apps to work if you use a VPN. They and any restaurant who uses them have lost my business until fixed. Allow users to remain private and do not add the hassle of having to toggle the vpn just to get a burger. For a service charges around $500 a month to the restaurant, in addition to a litany of other fees, as well as doing all the credit card processing for most stores, the fact that they demand to have access to your data as well is troubling and disturbing and should make you question using them at all. 1 star for the greedy data collectors who are already getting paid yet demand more from you",Anti Privacy Company,False,toast-takeout-delivery,1362180579,
2020-07-18 16:57:01,2,Carlita20,"Our order was delivered to the wrong address by contactless delivery. Same number on order but wrong street (go figure). They dropped at the wrong door, rang doorbell and left. Thankfully the people were home and nice enough to drive it over to our house. Customer Service on Toast is only a messaging service and they emailed back almost 2 hours later. How is this Customer Service? Restaurant was so busy and address was correct in the order. They have a lot to live up to. We got our food but they didn’t do the delivery....

app has a ways to go on functionality.  It’s clunky but it supported one of our fave restaurants.",Non responsive customer service setup,False,toast-takeout-delivery,1362180579,
2021-03-24 14:46:33,1,Bitchesbcrayy,This app has terrible customer service. I had an issue where I was charged for food and never received my food. I asked Toast for assistance and all they told me was to call the restaurant. I told them I had been calling for two days and no one is answering. “Ryan” then blatantly lied to me and said he confirmed that the restaurant is open and I should call again. I go to the restaurant’s website where I learned that the restaurant is only open Wednesday- Sunday therefore him confirming that the restaurant was opened on a Monday was impossible! I will never be using this app again and I do not recommend it. Uber foods and Door dash are the way to go! They reimburse you and sort out the details with the restaurant themselves.,Terrible customer service,False,toast-takeout-delivery,1362180579,
2021-10-26 11:07:46,4,BDBDBD,"I’ve used Toast for some time now and really like the ability to order easily from local restaurants. Overall it’s a good app and does what it promises. 

The app does need some very basic functionality added especially to profile management. There is no way to update information such as your email address. Payment method management is also non existent. To be useful in the long run it needs more professional level functionality.","Great for local food, needs updated functionality",False,toast-takeout-delivery,1362180579,
2021-08-16 15:22:15,1,JamieInMN,"We tried to different times to place an order for my burger, since we were told this is the new app for that restaurant chain. Both times they try to center order to location it was over 25 miles from where we actually were located (across the street from the MyBurger we wanted to get food from.) 

Now I show a pending charge for an order at a MyBurger location that I never went to. I have contacted the restaurant, but they have not refunded it, yet. The app support does not seem to respond.

Very disappointed because we loved going to MyBurger and will probably go somewhere that has a reliable app.",Very poor performance and seems to be fraudulent compared to previous MyBurger app,False,toast-takeout-delivery,1362180579,
2020-08-31 14:40:33,1,21st century life,I kept trying to sign up for the app and every time I would make it to the “fill in your name” part it would have the “next” button in the keyboard but not the orange next button up top that would usually take me to the next step. So I would get through most of the sign and get to this point and have to stop. And I thought I was going to be able to order through the guest feature but it made me try to sign up again and it didn’t work. So I didn’t get to order my food from that location cause they weren’t picking up their phone and the voicemail said to sign up on Toast. The business unfortunately suffered cause of the app and that’s not okay.,Won’t Let Me Sign Up,False,toast-takeout-delivery,1362180579,
2020-08-08 00:12:56,2,Support our restaurants,"I ordered from restaurant recently and when I went to pick up the order they said they had not seen the order. Later I learned they when no longer using Toast for their orders and as a result they were unable credit my account. The restaurant is still listed on Toast. The only option that Toast provides is to contact the restaurant, but that doesn’t help with this scenario and I had to spend a couple hours to resolve the problem with my credit card company. It would helpful to report the issue to Toast so others can be spared going through the same issue.",App is missing some features,False,toast-takeout-delivery,1362180579,
2021-07-04 22:37:25,3,Lkf7,App is okay. I like the access to online ordering for smaller independent restaurants. I have a few issues that drive me crazy! It doesn’t allow you to put a condo or apartment number in until pretty late in the process. It’s also very hard to find to add one. Due to this I sometimes forget and then I have to call the restaurant. Also way too easy to accidentally submit an order before you’re actually ready. There should be a better review process before the pay button comes up.,Easy updates could fix this app!,False,toast-takeout-delivery,1362180579,
2020-12-29 18:29:10,3,neglected notability customer,"I love that my local coffee chain has started using toast so I’m able to order ahead. However, the set up of the app makes it easy to order from the wrong location despite clearly visiting one location more than the rest. It would be great if I could star the restaurant or for my most visited location to be first. The other locations frequently mess up my food/drink but I have no way to review the orders on the app. With the addition of these two features, this app would be my favorite!",Would love a way to favorite or give feedback!,False,toast-takeout-delivery,1362180579,
2020-11-29 19:44:51,1,Erast554,"Toast doesn’t provide support to consumers.  Instead, like many terrible service oriented organizations, they bury their customer service number and place the issue on the consumer to resolve themselves.  For example, I placed an order and received an email 5 minutes later indicating Toast hadn’t heard from the merchant; in turn, the email directed me to call the restaurant.  As instructed, I called the restaurant and ended up in an IVR loop.  I then drove to the store, and they were closed due to internet issues.  Eventually, I was able to find the buried number; Toast informed me I needed to keep attempting to contact the merchant and not to worry because I had 30 days to work it out.",Order Issues,False,toast-takeout-delivery,1362180579,
2020-10-18 02:21:53,2,JB SF Bass,"I thought signing up for this app would make things easier. 3 times in last week I went through the process of entering large orders orders multiple times without success. For whatever reason wasn’t able to save my credit card which fie some reason in an app in 2020 I have to enter manually. Other time said was a problem with my order. First time gave up after multiple tries, 2nd time ended up calling it in. Come on guys this isn’t that hard. Let me use Apple Pay, access credit card info or scan card when I sign up for account.",Incredibly frustrating!,False,toast-takeout-delivery,1362180579,
2020-07-11 00:34:26,4,098Drift,"This is useful for some of my favorite places (and maybe others!), which uses the platform for their website ordering system. 

However, could you please add a “Favorites” or “Bookmarked” feature so we could save our favorite restaurants? Beyond that, I like this app l. Not all of my favorite restaurants use Toast, and some mistakenly say they use the app but actually use it on their website only, but I still see myself using Toast fairly regularly.",Useful for some of my favorite places!,False,toast-takeout-delivery,1362180579,
2021-07-17 17:03:37,4,RLAndrews,"I like the app to help take away some of the run around for the server/bartender. It gives you tip amount options which helps a lot.

However, when I try to add/save a card, it requires you to purchase something (no problem since I’m paying my tab). The app gives you the option to save the card- I’ve done that about 5 or 6 times and I anticipate having to do it again next time I use the app.

Otherwise a nice app",Nice app; saving a card- frustrating,False,toast-takeout-delivery,1362180579,
2020-12-15 21:44:06,4,Martineno,"This apps does what is says on the tin. However, it is missing some crucial integrations that makes it fee a bit clunky. 

It doesn’t offer Sign In with Apple or Apple Pay support, which makes the initial sign up process a trial. The only way to pay is to enter a credit card, which is not ideal. 

The time estimates are not good either. I would add at least 5 minutes to each estimate for when the food will be ready.","Works, clunky signup, no support for Apple Pay",False,toast-takeout-delivery,1362180579,
2021-08-23 15:31:31,4,FainRoyal,"This app is very easy to use and therefore has little direction after initial set up. Once your account is created you were able to see all venues within your area to select for your order. Ordering is simple and coupon codes can be applied. 
Ordering windows of time or preorders are still a little difficult to get a status on. In general, progress reports to the app and phone are immediate.",Easy to Use,False,toast-takeout-delivery,1362180579,
2020-07-06 11:22:20,1,qzbk,"The restaurant I went for my lunch gave me a card for this app. Saying that if I order with this app, I can get discount for the first order. The other day, I used this app for the first time to order my lunch. On my way to the restaurant, the owner called me to let me know that the item I ordered was not available. She told me to cancel the order on the app. But after I finished the call, I couldn’t find where can I cancel my order anywhere on this app.
And the app user interface is so simple. Obviously, they didn’t put a lot of thought into the functionality of this app before they put it on the Apple store.",No way to cancel order,False,toast-takeout-delivery,1362180579,
2020-06-26 15:23:40,3,rowingchamp,"Toast is convenient to use but the mobile app needs improvement. Two major issues I have are: 1) it is too easy to make a payment without adding a tip and there’s no way to add a tip after. You should allow me to set a default tip rate, make me choose a tip value, or allow me to tip after. 2) it’s not clear how to change my settings from the app. For example, a vendor wants me to allow text notifications. I’ve tried searching for this and can’t find it.",Mobile app needs improvement,False,toast-takeout-delivery,1362180579,
2020-08-20 13:31:18,2,DistractedOnce,"I have tried using this app several times since it’s the one our fave Mexican restaurant uses for online orders. Two times it said the restaurant was closed when it wasn't, and I was able to call my order in. Several other times (and still currently) the menu says one of the items is out of stock, which isn’t even true according to the restaurant. This app is pointless since I always end up having to call my takeout order in. The help section in the app just has a bunch of errors that don’t lead to customer service.",Useless app,False,toast-takeout-delivery,1362180579,
2021-05-04 01:15:34,1,ImHowardMoon,"There is no way to include my apartment number!!! How can they deliver to me if they don’t know my apartment number. I suppose the developers all live in residential homes so it never occurred to them that there should be a way to add an apartment number. When I try to enter an apartment number it doesn’t accept my address. Absurd! Also, there is a north end of my street and a south end. It recognizes the north end but not the south end. If I try to enter South [street name] it will only allow North [street name] or just my street name without  north/south designation. Amateur hour here folks. Don’t waste your time with this silly company and their silly app.",Terrible app,False,toast-takeout-delivery,1362180579,
2021-03-04 00:29:16,5,myloveoffood,"Direct Orders and we never have to look for the menu, it’s right on our phone! We use for take out and delivery, able to see full menu and then some, with options to put in our special request and customize, we can see our rewards points and redeem, love the curbside option! Less wait when we order on this app too!",Love ToastTakeOut,False,toast-takeout-delivery,1362180579,
2021-04-18 13:28:09,4,Jared010101010,"It’s way too easy to hit “order” without adding a tip, and there’s no way to add a tip to an already placed order. The confirmation screen has a giant order now button fixed to the bottom of the screen, NOT the bottom of the content. It would be helpful if you could either move the order button to the bottom of the content, or allow people to add tip after hitting order.","Pretty good app, one request",False,toast-takeout-delivery,1362180579,
2020-04-18 22:35:40,5,D-and-C,"Even during these tough Covid-19 times, The Hammond is doing all they can to keep staff employed! The Hammond has been one of our favorite restaurants in Camas since they opened and we are here to support you as much as we can during this time. Thank you for the great parking lot service and the wonderful food we had for “take out” dinner! We will be back for more.",Always Friendly,False,toast-takeout-delivery,1362180579,
2019-01-03 21:40:14,5,KKA1990,"First of all, you get $5 off your first order automatically! Basically half-off lunch, which is how I heard about Toast TakeOut initially. 

I love being able to order on my way out of the office and have lunch waiting when I get there. There are different types of restaurants on here so you don’t have to download all the individual apps.",Order ahead for lunch,False,toast-takeout-delivery,1362180579,
2019-11-20 22:01:59,1,EASY EASY TO USE,"Bad idea, tantamount to a scam. Note this app is simply for ordering food on-line so *you* can pick it up. I went to a local pizza place’s website, which was using this platform to place both delivery and pick-up orders. I was bait and switched with a $5 coupon into downloading and using their app for the order - which fools you into thinking delivery is provided by asking for your address. When the order didn’t come, I investigated. Silly me for not paying attention - I had to pay the pizza place $2 to deliver and tip the driver! They got paid via surcharging the local pizza place and the “tip” they didn’t pass on.",SCAM - TAKE OUT ONLY,False,toast-takeout-delivery,1362180579,
2021-09-16 21:10:26,3,michig54,"Need to be a able to edit the order time when reordering a past order. When trying it doesn’t let you get back to your cart and the only option is to clear it. When you go back to your cart the time changes back to ASAP. 

Need to be able to see what’s in your cart. It allows you to swipe it away, but there is clearly stuff still in there but you can’t get to it and you have to start over.",Features needed,False,toast-takeout-delivery,1362180579,
2020-06-08 17:56:43,1,Mike in Ny,"I absolutely love my local restaurant, but this app they use for delivery is a joke.  It can’t find my address and my deliveries have been delivered to other people. The delivery instructions can’t be edited once typed and you can’t reorder previous orders. I’ve been told the browser version for computers is more flexible, but for whatever reason my account is not able to be opened on the computer version.  Before the coders and engineers chop it up to me not knowing my password, I use a password manager and I’m fairly tech savvy. Part of my business is making websites and apps.",Frustrating app,False,toast-takeout-delivery,1362180579,
2018-10-25 21:53:37,5,stingrayray84,I was looking for an app for ordering pick up lunch in the Fenway and Backbay area without having to wait in line but there wasn’t anything that had my favorite places like Mei Mei and Tatte Bakery. Then my friend told me about this amazing Toast Takeout app that’s not even searchable in the AppStore yet. Wish there could be more Asian restaurants in here. Now I use it every day and skip the line. Every. Time.,Saved me time,False,toast-takeout-delivery,1362180579,
2021-10-21 00:39:42,1,Roseberry 10,"I ABSOLUTELY LOVE this app/service, but they need to fix payment options!!!! And FAST!!! I cannot add a new card & it keeps saying there is a problem with my card and there isn't. I'm able to use it online on every other app but this one!!! Infuriating 

Also if a restaurant offers rewards, there is no way to redeem them if you use delivery because it always says delivery minimum not met (because your rewards is paying for your order). 

PLEASE, PLEASE fix these issues or I'm going to have to stop using this app/service",Good app but needs a couple things worked on,False,toast-takeout-delivery,1362180579,
2021-06-27 01:53:56,2,Spambi,"The app has various usability issues. For example, there are 6 Tattes (cafes) in the Boston area. I always order from the one closest to me. When I open the app, it suggests all the Tattes except the one I usually order from. Same with other restaurants — there’s no way to bookmark a restaurant. Annoying. 

Also, the delivery is through Door Dash. If you have problems with your delivery, don’t bother calling Toast. And Door Dash customer service is a nightmare. 

It’s a shame, some of my favorite restaurants are on Toast.","Usability issues, avoid delivery",False,toast-takeout-delivery,1362180579,
2021-01-07 01:41:07,5,elleayyouareen,"Toast Takeout is THE best takeout app hands down. The ability to search by location and clearly see the restaurant, their menu, specials, order through the app. An incredible experience! The UI is also beautiful. Also the way Toast has supported restaurants while many other apps are taking a huge cut - is truly remarkable. Kudos to you, Toast!",Best Takeout App - by far,False,toast-takeout-delivery,1362180579,
2021-08-21 15:28:44,1,PhillipVD,"I reset my password successfully (supposedly). When entering the new password, which I know to be correct it didn’t log me in. However it didn’t say my password was incorrect either. Instead after sitting there motionless for about 30 seconds it said “we cannot update your password at this time” repeatedly. This was strange because I had already updated my password according to the app. Also strange because I wasn’t updating my password, I was attempting to log in. Now it says my email is locked due to too many attempts. Now what?",Can’t use at all,False,toast-takeout-delivery,1362180579,
2020-04-21 00:46:47,1,legallyvivi,"I will not use this app again and I will definitely warn people against using it. If a restaurant is not well trained on how to handle the app on their end it creates a problem. 

My order was never received due to the restaurant not paying attention. Only when I called did they bother to check the app for pending orders. I immediately asked for a refund as I did not want to wait an additional hour for my food and they said there was nothing they could do on their end and that I would have to cancel through the app. 

This app has no customer service option nor any options to cancel the order. Not even a hotline for me to call in the complaint. 
The restaurant refused to give me my money back and I never got the food delivered. 

Poor handling on both the restaurant and the app for not having a customer support line to liaison with the restaurant.",Absolutely no customer service,False,toast-takeout-delivery,1362180579,
2020-08-21 19:37:25,2,Muneraven,"I live in a small town and two places use this app.  Using it for pick-up orders is a snap.  That works great.

Using it for delivery is problematic.  It inputs my address incorrectly every time.  It wouldn’t be a problem if the app allowed me to SET my address permanently, but it doesn’t remember when I change the address and even changes it to an incorrect address if my order gets interrupted and I just forget to double-check it.  Therefore my food gets delivered to some neighbor!  Luckily for us our neighbors are super honest and nice.

Would it be so hard to just let us set an address permanently?  Or more than one and save them as “work” and “home”?

Fix this and it gets five stars from me.  But when the food ends up on a neighbor’s porch because the app incorrectly decides I live there repeatedly?  That’s a big problem.",I Want to Love it,False,toast-takeout-delivery,1362180579,
2020-06-12 22:00:06,3,Holbrook89,"Great app overall, but needs improvement to the address selection and review. It also lacks Apple Pay support.

Selecting delivery or pickup gets stuck to whatever you select the first time. If you use location and the wrong address is set, it won’t change. When you go to check out, if wrong address is listed, there is no way to change it. If you restart the order and correct the address, checkout still shows the old address.

The only way I could remedy the issue was completely delete the app and reinstall.

I then selected pick up by mistake and tried to change to delivery and had the same issue. After a second delete and third install, I was finally able to place an order.","Good app, one annoying bug",False,toast-takeout-delivery,1362180579,
2020-03-28 14:16:01,5,Toryvm,"Today I placed an order online through the Toaster App ...and it was awesome!   Heavenly had my order ready when I pulled up through the drive-through
    I picked it up and now I am headed home to bring my family breakfast!  
     It was easy, convenient and I should’ve signed up for this earlier - the best decision I have made today.",So convenient!!,False,toast-takeout-delivery,1362180579,
2019-10-02 01:01:45,5,Pianose,"Sometimes, I don’t have time to sit down in a restaurant and need to eat during a meeting, at my desk, during a catch up call with a girlfriend who lives on the other side of the country, or on the move. I love how I can pick up a delicious pastry and coffee, a sandwich for lunch, or Italian for dinner no matter what I’m running to next.",Convenient and still the food I love!,False,toast-takeout-delivery,1362180579,
2021-10-12 23:57:28,2,Id1047,"Does not function well with iPhone XS, iOS 14.8, 512GB. Running a VPN for security. App did not interface with iPhone secure storage of passwords for apps. Did not allow secure password generation and storage. App does not indicate secure encrypted operation. (consequently I did not enter credit card info)  App does not allow editing of cart contents for deletions or quantity adjustments. Pretty basic capabilities to be lacking. Deleted the app and used the phone. Easier then dealing with the app short comings.",Sort of OK but security and functionality lacking,False,toast-takeout-delivery,1362180579,
