date,title,review,userName,isEdited,rating,app_name,app_id,developerResponse
2019-10-16 21:41:31,Terrible Support,"We are traveling abroad and tried to use this app to order dinner one evening. We placed the order and within 4 minutes it was “delivered,” clearly is was not. We contacted customer service and 30 minutes later they resubmitted it. Over an hour later, nothing. We contacted customer service again and they tried to say it is picked up and on its way. While on the phone we get an email that it was cancelled by the restaurant, because they are closing. The customer service rep tried saying it was closing early. Lie. Our assumption was the restaurant was actually closed and their system didn’t know that. The app should prevent orders from places that are clearly closed and the customer service reps should be able to tell that. It showed many riders were on their way to pick up and then, nothing. They should be able to report this issue. Just terrible. After 2 hours we got nothing.",Courtney28,False,1,deliveroo-food-delivery,1001501844,
2020-10-31 18:14:36,Use it all the time!,"It’s a lifesaver, no doubt. I’m stuck in the house mostly, without easy access to groceries or dining out so it’s a huge help. The app is so easy to use, and really intuitive and engaging. My only complaint is that there doesn’t seem to be a system to check that the order is complete when picked up. I couldn’t say who’s supposed to be responsible for that, but it is frustrating that about a quarter of my orders thus far are missing at least one item for which I was charged. Refunds through Deliveroo were given right away, though (except for one, maybe they didn’t believe me?). Bottom line, I will continue to use them because I rely on their service, but account for a bit of a loss.",Arnie4539,False,4,deliveroo-food-delivery,1001501844,
2019-05-05 00:42:09,Frustrating and Zero Support,"When ordering breakfast, keep running into the same problem. After picking what we wanted and then then trying to finalize, for a message saying “restaurant has now closed”. Called restaurants who said they were still open, accepting orders and to please keep trying. Problem kept repeating and there is no way to get help other than sending an email (received an automated response).

It is a great service when it works but repeated errors/frustration like this with no way of getting any help makes me eager to find a more reliable alternative.",Sora Man,False,5,deliveroo-food-delivery,1001501844,
2021-07-26 19:08:33,Bad delivery,"We had a problem lately with the deliveroo. After one year of not changing anything in info about where to deliver and a phone number, Suddenly there is an issue with some drivers that can’t find us. They dont call, they just leave a message on deliveroo wich is nowhere to find when I open the app. No notification about the message, no message inbox, so how are we supposed to reply when we cant see it?!! This is becoming very annoying. The ppl in a call center told me i have the wrong number, but my number is the same and I haven’t changed it. I can see in my details my number. Then the driver lied about leaving the food in the reception of the building. It is really bad lately and unfortunately I ll have to delete the app and start using other delivery apps. Luckily there is a lot of them in Dubai :)",pubgcandy,False,1,deliveroo-food-delivery,1001501844,
2021-11-02 17:12:29,Use Another App,"Deliveroo has made every delivery a headache. The level of incompetency required to make the mistakes they make is unimaginable. They consistently deliver to the wrong place even when the instructions we give them are clear and direct, my experience using this app has been repulsive. 

The last straw was one of the drivers delivering the food in a completely different area and the order was completely wrong, they didn’t even apologise. I beg of you to use another app, this one is expensive and not worth the effort or money. They make no effort to correct their mistakes and are beyond lazy. If I could take back every fils i spent on through this app I would- simply starving would give me more peace of mind. I refuse to believe that using this app can result in a good experience. If I could give it 0 stars I would.",Do-you-really-want2know,False,1,deliveroo-food-delivery,1001501844,
2020-08-30 12:10:24,TERRIBLE CUSTOMER SERVICE,"Unfortunately I was unable to receive my order. The driver was not able to reach my address with the special instructions I gave. Within a half hour, they disposed of my meals. I took the next step to contact customer services. They did not offer any refund or credit for a next meal. They took the drivers side of story 100%, and left me with a better luck next time gesture. Seeming to protect influx of their business.. the the deliveroo customer service does not care about their community of users, and it shows.",izaeyuh,False,5,deliveroo-food-delivery,1001501844,
2021-01-17 22:03:24,Worst service ever,"Deliveroo is the worst delivery service ever in Kuwait. Their drivers are rude, delivering the orders without wearing face mask, orders always missing items and even when redilevering the missing items, the redelivery is missing more items as they are doing it intentionally and paying any attention to picked up orders or respect to the waiting customer, a single order took more than 2 hours between delivery and redelivery and never arrived in full and they said can’t do any further redelivery as the restaurant is closed while it’s still open. They are full of mistakes and unacceptable excuses. Never ever use their service unless you want to suffer to get your meal delivered in full if possible which I doubt it. I’m deleting their app from my device and my advice is to avoid it. It is totally BAD BAD BAD experience, really.",Q8Marine,False,1,deliveroo-food-delivery,1001501844,
2021-08-09 17:28:14,Lost ordered - terrible customer service,"Few weeks ago, I ordered a meal via deliveroo. After a long hour we received a phone call saying that our order was lost (????). there was no coordination. I called the restaurant who said that they were doing another order and deliveroo who said they would reimburse. so after 1h20 minutes we agreed that I will have a replacement order (only because the restaurant said they were about to finish the order). the lady on the phone who spoke an approximate english was rude, and very sarcastic. she was keeping saying, wishing tou an excellent night… always insisting on the EXCELLENT… not one single time she apologize or acknowledge that this situation could have been disappointing for me. Pity that the customer service is not training properly the staff of the customer service",Dourolover,False,1,deliveroo-food-delivery,1001501844,
2021-08-21 13:29:58,Card Payment Declined,"I am a new user and added my card with the wrong expiration date. After correcting the date, my account wouldn’t let me use any cards or place any orders. I called and emailed customer service about the issue without any resolution. I deleted the old account and made a new account without problems with ordering using the same card information. 

Otherwise the app has a wide variety of convenient food and delivery choices.

Update: I’m still experiencing card payment problems on the app. PayPal has always worked, but the app and mobile site don’t list PayPal as an option. Only the desktop website lists PayPal.",KuteKitty777,False,3,deliveroo-food-delivery,1001501844,
2019-06-15 06:56:34,Improve your delivery service!,"Love this app, good food with decent range of restaurants and cuisines. The single star rating is because of the constant letdowns when it come to actual ‘delivery’ - meals are often ready and waiting (and waiting, and waiting) at the restaurants for a pickup. Have experienced orders waiting for 2 hours at the restaurant. Imagine the congealed mess that arrives. ‘Help’ button is practically useless, allowing for only limited interactions. 

Fix your delivery mechanism; there are many service providers waiting out there to eat your lunch.",kip_38,False,5,deliveroo-food-delivery,1001501844,
2017-11-04 17:41:48,AWESOME,"haven't had any app problems (crashes, won't load, etc).. yet. Used it twice, and so far, Im hooked ! I lové how it shows you exactly how long it will take to get your food, & tracks it every step of the way. Only thing is- some restaurants that appear within my vicinity, after i select my food and go to order it says ""this restaurant is out of range."" Why does it even show up if i can't order from them ? -.- it should say on the Restaurant page if they cannot deliver to you, not after you pick out all your food and go to order.",eatfoodereday,False,5,deliveroo-food-delivery,1001501844,
2019-10-20 11:16:34,Horrible service,"If I could give 0 stars I would. Not recommended for international travelers. They allow you to provide additional information so they can find you but the delivery person does not utilize it. I provided the hotel front desk number and they did not call before leaving without completing the delivery. Customer service live chat was not helpful. I asked if another person can pick up and deliver at the beginning of our conversation and the representative said no, but after I complained to have them credit my card he said he can have someone else deliver. I said ok and then he said he already submitted my credit. I don’t understand why he offered that option if it could not be done. Their service needs improvement.",Mozit23,False,1,deliveroo-food-delivery,1001501844,
2020-02-14 15:16:30,Late deliveries with them,"The customer support team is very nice, but they just know how to apologize and actually don’t solve anything for the customer. They will always protect their partner restaurants from bad feedback rather than allowing the customer to share their real experience (as customers rightfully deserve.) They delayed my order over 50 minutes and the app wouldn’t give me the option to leave feedback. I talked to 4 different chat assistants, one of them even a manager, and none of them could help me leave the feedback. Let me mention that each restaurant actually has a rating, so the option should be there. Bottom line: they’re not professional when it come to their clients. Don’t trust them with your deliveries.",Nahomip9,False,1,deliveroo-food-delivery,1001501844,
2019-11-20 13:45:25,Long-term happy user,"Apart from the very rare hiccups with late orders, the delivery service has been super reliable and app works wonderfully. 

Support can be reached via chat after placing an order so if the rare issues come up I am covered. Map tracking is a big plus so that I know when my driver has left and his real-time location. I have used it in multiple countries with great service everywhere. 

Reliable and quick, which is how I need my food delivery to be.",Dubaian-,False,5,deliveroo-food-delivery,1001501844,
2020-05-31 17:01:22,Terrible customer service,Tried to use the app to place orders three times unsuccessfully despite showing the orders being processed. Even though orders were processed it also said there was an issue with the payment. I tried various credit cards without any success. Was sent to customer service who said account was blocked because of security’s day it was unblocked. Tried it 2 more times and same results. Raises issue to customer service for a second time and they replied that I was being a nuisance and they BANNED me from using the service. What a joke! And a waste of my time. Both of the other competitors Grab and Panda absolutely no problems with the same methods of payments. Dot East your time with this App or company!,globetrotter227,False,1,deliveroo-food-delivery,1001501844,
2018-08-07 21:43:59,Horrible service,"I ordered food using the app and when I need help from customer service they were rude and not helpful. I order a meal that was 20 dollars or 15 pounds, the order was Thai sweet and sour chicken. The problem was that my meal literally had one piece of chicken in it, when it’s sweet and sour chicken! I did the live chat customer service and all they said they can’t do anything because it’s about personal taste! Umm no I think if I’m paying that much I want more then just one small piece of chicken with tons of pineapple and onions. I also sent them a picture of it and after she told me that it was about personal taste the person ended the conversation without me being able to get more information on how it’s my personal taste...",Jesus Barraza,False,1,deliveroo-food-delivery,1001501844,
2020-11-28 19:17:48,Frequent Late deliveries,"I am a regular customer of Deliveroo but lately deliveries were not only late but seriously and unacceptably late. Today I ordered from Sumo Sushi and Bento. I ordered at 8pm and the food arrived at 10pm. When I dropped a message to Deliveroo customer care, all she said ‘we are sorry for the inconvenience’.  Instead of saying we’ll make sure the restaurant makes it up to you until you are satisfied. They have so much to learn proper customer service.",BlkTurboS,False,5,deliveroo-food-delivery,1001501844,
2019-09-09 14:04:56,Horrible service with extremely negative staff,"I have found this app completely useless and it has repeatedly made mistakes to my orders, not delivered, but charged me anyway. In addition, the drivers have a habit of “abandoning” the food, and the customer service is completely unapologetic when you check why the food has not arrived.

In short, if you do not like to pay for food that never shows up, and then get yelled at, DO NOT USE THIS APP.",Xiaoxi_Alice_rome,False,5,deliveroo-food-delivery,1001501844,
2019-03-03 15:16:06,"Prefer Food Panda. It works until it doesn’t, 20% success rate","No customer service options if things go wrong. And 1 out of 5 orders in our last 10 attempts have resulted in errors. Most recently, we ordered Pho where we had no soup. And there was no way to coordinate because restaurant could not act until deliveroo was contacted, and deliveroo had 0 customer service options for contacting them. If I ever had another choice, I would always choose your competitor. Thanks.",Naruwan,False,4,deliveroo-food-delivery,1001501844,
2020-01-29 10:19:17,Tardiness and mode of delivery,"When an order is clearly late and is being pushed back (which almost feels like it’s becoming a regular occurrence), the icing on the cake is when the ‘rider’ ends up WALKING to your house. Delivery is about speed and convenience ideally not coming at the expense of quality. Every time without fail that the delivery person has walked the food has arrived cold, cool, or soggy. A guy on a scooter will almost always be faster than someone walking... you also feel as a customer like you’re getting some value out of infrastructure required to deliver. When someone walks me the food I just feel lazy.",Mr Hunger Pang,False,2,deliveroo-food-delivery,1001501844,
2021-05-14 10:53:32,Usually great but terrible customer service,"Usually great service and a very useful app. Though recently the app did not tell me a restaurant had closed and I placed an order for that night. Once the order was made it was “scheduled for tomorrow”. At that point I tried using the app to cancel the order 10x+ and I wrote two emails to their support asking to cancel the order. 
They did not cancel the order and I still had to pay for the food and have a meal delivered that I did not want. 
Terrible customer service and I’m very disappointed.",Isaac Bonner from Tejas,False,3,deliveroo-food-delivery,1001501844,
2021-05-08 05:52:43,Meal card support is severely lacking.,"The app itself works well, and the UX is good, but one part feels like a dark pattern: meal cards. On the surface they are accepted. There are even buttons and logos for them!

But try using them and discover the truth: 

- Many restaurants you know accept the card just don’t on Deliveroo. 

- So you filter restaurants to only list the ones supporting your card to discover at checkout that they actually don’t on the checkout screen

- When they accept the card many times payment just fails with an « unexpected error » message. With your full order, you just revert to using your credit card and sit on more and more meal card credit :(

- And sometimes, miraculously, one of them goes through.

But consider yourself lucky and go buy a lottery ticket in that case. Because that’s not a common scenario unfortunately 

Those are not vague assertions. I’ve got the restaurants to repeatably prove what I’m writing",Astroboy,False,2,deliveroo-food-delivery,1001501844,
2020-09-07 13:40:44,Terrible Customer Service,"I was a loyal Deliveroo user until I asked for a refund on an order that was impossible to pickup. Deliveroo listed the restaurant at a location which did not exist, when I contacted them about this the initial representative abruptly ended the chat. The second representative told me that they could not offer me a refund because “most orders are successful.” Mine was not, I did not receive the food and the restaurant does not exist at the location they have listed, if they even exist at all. Coupled with the fact there was a viral news story about how a guy was microwaving food and selling it on Deliveroo as if it were a real restaurant, I would be wary of trusting this app.",tates1337,False,1,deliveroo-food-delivery,1001501844,
2019-05-30 00:54:36,Terrible,"This was an awful experience. I ordered with this app and was never notified that my food had arrived. They instructed me to speak with the restaurant; however, the restaurant made and sent the food to my location. I was simply never notified by Deliveroo. I was honestly trying to give this the benefit of the doubt and I wanted my issues to be resolved, but the team on the app had no interest in helping me. They only wanted to deflect and put the blame on the restaurant but the restaurant did everything correct. I’m done, deleting the app, I lost 20 euros and 2 hours of my time and I felt the need to comment so that you don’t waste your time and money. Down with Deliveroo!",Podcastfan333,False,1,deliveroo-food-delivery,1001501844,
2021-06-18 07:11:47,From the best delivery app to the worst.,"When I started using this app, it was outstanding comparing to other delivery apps that I use. It delivers few restaurants that is not available on any other apps, also it delivery fee is low comparing to others, which is not that big of deal, but still appreciative. However it’s been over a month since I have been trying to place an order.. it always declines which really rose my temper. I’ve tried to order from more than one restaurant to see if the app is working. Honestly it didn’t.. on top of that, their customer service is pure garbage. Hopefully they fix their issues asap.",KFCWarlord,False,1,deliveroo-food-delivery,1001501844,
2021-03-02 18:18:37,Be Careful!!!!!!!,"They have imaginary restaurants with fake info, fake reviews and fake locations. The weirdest experience ever. I ordered then they withdraw my money and after 2 hours they change the state to “delivered” but surely not to me. when I contact customer services they said the restaurant is closed. They offer to return my money on deliveroo credit I REFUSED as I should. I canceled the order to stop the transaction. But I didn’t stop there I did my research about the restaurant to find out it doesn’t exist. I went to the exact location nothing there nothing online nothing in real. It only exists on deliveroo. BE CAREFUL!!! Btw it was my first & last experience via this app.",angry user grrr,False,1,deliveroo-food-delivery,1001501844,
2021-02-03 20:01:35,Simply sad.,"Deliveroo started off as benchmark interms of performance and customer satisfaction. My last 6 orders have had something or the other wrong about them. Spilt drinks, cold items mixed with hot, wrong food and 45 minute delays. I have sent a complain each time to highlight my concerns as I want them to improve. NO RESPONSE from deliveroo. They didn’t even bother to reply, let alone to own up and apologise. So I wrote an email out of concern. I’ve been a day 1 customer. Deliveroo replied to me telling me how they “have designed the perfect packaging for the food to stay hot”. Also did not address any other concern and defended something false. Talk about using templates. PATHETIC.",Altamash Bawany,False,1,deliveroo-food-delivery,1001501844,
2019-07-21 16:40:01,Slow delivery — no customer service,"I tried Deliveroo for the first time today in Limerick today and watched as the delivery timeframe ticked up 5 mins by 5 mins with the status showing “restaurant is preparing your order”.  I called the restaurant to check and was told that my food had been sitting ready for 30 mins after the scheduled pickup time with no sign of a driver.

Clicking on “help with order” produced this helpful message: “
Order help is currently unavailable
Sorry, we’re experiencing some issues right now. We’re looking into this, please try again later.”",Bjkl14,False,2,deliveroo-food-delivery,1001501844,
2021-01-19 14:42:00,DO NOT USE THIS APP,Me and my family used this app to get food being that we just moved into our home and didn’t have groceries. We had been using it for some time with no trouble until today when the guy never delivered the food and it went to the wrong address. I contacted customer care and they told me it was nothing they could and I would have to order again. I explained to him that our address was correct we waited outside and even walked our entire block looking for the car and called him 16 times with no answer!!!! Still they said it was nothing they could do so I will no longer be using this app.,Karen Kowalski,False,1,deliveroo-food-delivery,1001501844,
2018-07-15 17:09:23,They lie to you,"They have one of the worst customer support ever. They will reply, and give you some reasons, only that you’ll realize they are all lies. They usually will blame the restaurant, while you will notice that it is a result of poor assignment of delivery people. Last time I ordered, they cancelled the order after almost half an hour, claiming the restaurant wasn’t able to complete the order. A couple of minutes later, the restaurant calls us, asking if we cancelled the order. They sent our order on Uber Eats. Order at your own risk, if you’re willing to have your order cancelled. Won’t be using again (used in Spain).",iMatt1983,False,1,deliveroo-food-delivery,1001501844,
2021-06-02 19:34:42,First good experience,"Good application so far, flexible, everything is updated real-time and sent to email and can be notified from app.. There is an option to pay through card or cash, so no bank details are required. Interface is user friendly. Today is the first time to try the app and it was successful and an easy straight forward process.",Sherry_Al,False,5,deliveroo-food-delivery,1001501844,
2021-01-14 07:25:56,"This is the one, don’t look further!","I usually never leave reviews but this time I am beyond satisfied with de service of this app!!! I was able to arrange from the United States a delivery service for my boyfriend that is in Dubai and surprised him for our anniversary. I didn’t need a phone number from de UAE to create an account, that makes the difference with other delivery services. Amazing app, very recommended!!!  ❤️👏🏻",pao_mtorres,False,5,deliveroo-food-delivery,1001501844,
2018-08-25 08:13:09,Customer service,This is my first review   I thought this app with all the hype will have a proper costumer service. I was really disappointed of how I was being treated even though I was already charged for my order. Between their customer call and the shop I just gave up and I won’t personally try to give them a chance a agin. I’m really disappointed,abs120,False,5,deliveroo-food-delivery,1001501844,
2020-08-16 14:38:00,Urgently needs real reviews and ratings,"After about 10 bad meals in Dubai and about $1000 down the drain we wondered why our hit rate of good to bad meals was so low, so we compared the Deliveroo ratings with Google and Yelp. The few good meals also had great ratings on other platforms but the bad ones had bad ratings. Yet ALL had good ratings on Deliveroo. Now we check every restaurants reviews against Google and things are much better. Other than this Deliveroo is great, but honestly it’s a critical flaw, they are shilling food that is just bad, and proven to be so by other platforms.",Riseoftherobots,False,2,deliveroo-food-delivery,1001501844,
2019-09-29 19:21:07,Convenience at a cost,"My main complain with them is that they’re not very upfront with you; if you go to any of these restaurants you will notice that their real prices are 5-20% cheaper than what they go for in deliveroo, they then started charging an extra .30 cents for a service change, like the markup already isn’t enough. Other than that, they’re great. What else is there, you pick the food, they bring it.",kiingbuzzman,False,4,deliveroo-food-delivery,1001501844,
2020-04-24 10:34:50,Dont use this! Poor service and deceit customer,"The coupon cant be applied. Spent one hour to negotiate with customer service and they kept denying their fault. Instead of issuing refund, they blame customers. They were talking about the terms and conditons which are not shown in the coupon email and treat customers like idiots. Really the worst experience ever! And they sneakily close all restaurants shown in my page so I cant even do a screenshot to prove. So bad the company! If you go to their facebook page under comments, there are similar problems with other users. Dont let this company scrap your money away.",Krisss555,False,1,deliveroo-food-delivery,1001501844,
2019-09-14 13:56:29,The worst customer service.,"I’ve had four orders flubbed recently. 
Two that just didn’t arrive and two where items were missing. I tried to get the charges taken off my bill and it was quite like pulling teeth with one of the times, the “live chat” helper flat out denied my claim.  
I wish they’d get their business in order and realize that if you offer a service and accept money for it, that’s not the end of your obligation to the paying customers.
I Uber Eats mostly now.  It’s at least responsive when help is needed.",thecoolestguyever,False,2,deliveroo-food-delivery,1001501844,
2019-08-19 13:32:36,Horrible,"I used deliveroo without a problem for a long time until one day they sent me the complete wrong order (from a place I didn’t even order from), charged me for it, and blamed me (calling me “distracted”) when I asked for a refund. I don’t know why they blamed me for this glitch in the app but I vowed never to use them again since then. Unfortunately it’s one of the only delivery apps around here so I did end up using it again, but ever since then my food takes 2 hours to arrive and gets here cold every time, and customer service stopped responding to me...😡 use another app if you can",everynicknameistaken007,False,1,deliveroo-food-delivery,1001501844,
2021-03-03 18:50:55,Improvements when?,It has been ages and there’s been no improvement the app. Why is there no feature for favoriting or starting you favorite restaurants. It’s such a basic function. Generally on the app it is very difficult to find good restaurants that you want to eat at because the navigation interface is weak and disorganized. You have to first find them on Google and then hope to find them on Deliveroo. Step it up with our tech lads.,Bay Area cat,False,3,deliveroo-food-delivery,1001501844,
2020-02-01 16:16:12,Instructions or comments,Need to add at the end or during your order a comment section! I ordered a sandwich for my husband and choosing cheese was compulsory to submit my order and his allergic to dairy. I was hoping there was an option during check out to clarify “no cheese” because of allergies but this wasn’t available. Need to be more conscious about people’s health.,Montysaur,False,5,deliveroo-food-delivery,1001501844,
2021-05-22 09:03:13,ماعندهم طريقه نتواصل وياهم,"انا هذي اول مرا اطلب من هل برنامج و للامانه اول تجربه هذي بتكون الاخيره، غير انه طلبي ياي متاخر، المشروبات كلها طاحت عل اكل. و ماعندهم مكان نتواصل معاهم فيه الا الايميل، بالبرنامج ماطلعلي رقم او محادثه اقدر اكلمهم فيها و اشتكي احسنلكم تطلبون من برامج ثانيه. 

This will be the first and last time i will ever use this app. My order came late, there was no way for me to track my order and furthermore my drinks got poured over all of the food. I couldn’t find any other way to contact them neither on the app nor a number i could call, the only thing they have is an email. And they take a long time to reply. You are better off ordering from another app.",Q8.als,False,1,deliveroo-food-delivery,1001501844,
2019-08-16 17:03:02,Best food delivery service in Kuwait,I tried other food delivery services but Deliveroo beats them all. Very punctual or your money is back. They deal very responsibly with their staff by not risking their injury during bad weather. They also encourage customers to provide their delivery staff with water during hot weather. Very admirable. I hear from restaurants that dealing with Deliveroo by far is best. Worth doing business with.,talsaleh,False,5,deliveroo-food-delivery,1001501844,
2021-02-26 13:33:51,HARISH,"I tried food panda and got frustrated then I friend Deliveroo and found it so user friendly and easy , even I called help line and they helped me patiently and walked me thru as I am first time user and so I needed guidance as some people are not good with apps stuff. So good work by Deliveroo team and very much appreciated to make the journey simple and easy to use. Now I learnt and can use it with comfort.",Harry Koti,False,5,deliveroo-food-delivery,1001501844,
2020-05-16 13:07:01,Another day another Deliveroo fail,"Terrible customer service, terrible app, I don’t trust this company. 
I ordered my food, waited 45 minutes, just to get the order cancelled at the end. My money was refunded but now I am hungry and have to wait for Uber Eats to deliver. To make to worse, the customer service was not helpful at all. Mistakes like these ruin companies. #DeleteDeliveroo",Yousif5113,False,5,deliveroo-food-delivery,1001501844,
