rating,isEdited,title,date,review,userName,app_name,app_id,developerResponse
1,False,DoorDash has destroyed the perfect app,2020-08-29 00:16:09,"The world is on fire, and Caviar used to be a lovely corner to snuggle up in and feel like I was treating myself. It was by FAR the best food delivery app out there, and I admittedly order a LOT of delivery. But for some reason, DoorDash has decided after acquiring Caviar that they should blow all of that away and just make it into another DoorDash.

This new version of the app is HOT GARBAGE. Look, I work in tech, I understand that making a whole new app is a huge undertaking. But how the did a bunch of product managers sit down and decide to make THIS monstrosity? How did they decide that customers wouldn’t mind that their entire order history and app data would be blown away? How did they decide to remove a ton of useful features instead of adding more? And in WHAT UNIVERSE do people not want to be able to scroll through a whole menu instead of having to individually click into each section?

It’s silly, but having a delivery app I could count on was really, really nice during this nightmare of a pandemic. Sometimes you just need a small win to get you through the day. Am I disproportionately sad that the Caviar I loved is gone? Yeah, maybe. But read the room, Caviar. This is not the time to be a dick to your customers. And to DoorDash: loving someone means letting them be THEM, not making them like you.",Loscowisco,caviar-order-food-delivery,931355786,
1,False,Years to get this right. Still hasn’t happened.,2018-09-16 00:30:56,"Unfortunately, it took me far too long to get this spot. But after several years of on going issues and subpar customer service I have to say that the convenience of having local food delivered through Caviar is no longer worth the headaches. For the last two years or more I have documented every issue that’s ever arisen. I feel it’s important especially for companies to be given feedback in order to improve and I certainly do appreciate those who take the feedback and make measurable change. Caviar, despite there tired line about taking your feedback and “rest assured it will never happen again”, has failed to do this. From delivery windows changing dramatically post order, missing items constantly, and either their sorry excuse of service recovery ($5 credit on your next order) or worse yet, the complete lack of response from customer service, they will no longer receive my business. I’m sad that these folks are able to actually deliver on the service they promise, despite all these hiccups, they’ve probably received plenty of business from me, and it would have been a lot more if they would have figured it out. 
You been warned, you may eventually get what you want, but not without getting extremely frustrated first.",ndavidsonsf,caviar-order-food-delivery,931355786,"{'id': 5067997, 'body': ""Thanks for the feedback and I'm so sorry to hear about the issue you've experienced. We strive to provide the best experience with our service and support as possible, and clearly we fell short here. Could you send us more details of your experience at trycaviar.com/contact with ATTN: Aicea in the subject line? I'd be happy to help find a proper resolution"", 'modified': '2018-09-16T19:40:14Z'}"
1,False,A caviar Courier .,2019-09-16 11:24:06,"For all of you that have had a horrible experience with this app it’s not just on your end . As a delivery driver for them I am constantly delayed at restaurants well past pick up time before food is ready .Or the pick up time on my end and the restaurants are never the same . Caviar doesn’t provide a way for us as courier to contact them either . Whenever there is an issue they just send the pre set answers . They don’t pay us what the jobs say they are going to pay so most of the time we get about 3 dollars a job even tho the app will say more . They never update customer info so a lot of the jobs will be late or not show up because the app has the wrong address or the wrong number . Also it works on some kind of algorithm they say which sends us the jobs super late during the peak hours of dinner and lunch . That app usually crashes during these times so that’s why the food is late or never gets there . If the app says the food has been delivered and has not that because as couriers we can get in contact with caviar to deal with any issues so the quickest way to get a job of the screen is to hit complete . Just so we can move on and hopefully get another job . Delays, lack of communication, faulty app . Nothing about this company works anymore and I am very sad to say this .",SlackTV4EVER!!!,caviar-order-food-delivery,931355786,"{'id': 10736814, 'body': ""Thanks for the feedback and I'm so sorry to hear about the issue you've experienced. We strive to provide the best experience with our service and support as possible, and clearly we fell short here. Could you send us more details of your experience at trycaviar.com/contact with ATTN: Alex in the subject line? I'd be happy to help find a proper resolution."", 'modified': '2019-09-18T03:21:27Z'}"
1,False,Worse customer service than Comcast,2019-09-09 00:31:44,"Don’t bother with them - just stick to seamless, and for any restaurants not on it take a taxi and pick up the food yourself, you will be much happier (and it’ll probably cost the same). Caviar touts itself as an upscale delivery service allowing you access to delivery from restaurants that you can’t get anywhere else and charges prices (delivery and service charges) to match. My first few orders I was okay with this because I could get food delivered from some pretty wonderful restaurants...then it all went downhill. My last few orders have been nothing short of disastrous, and the worst part of it has been the customer service. Rather then helping or problem solving, they (barely) apologize and blame the restaurants. Today, when our food arrived late and stone cold they were flippant and passed off blame to the restaurant, even though their app said food was out for delivery for 40 minutes AND it was delivered not in a hot bag/case. After quite a bit of back and forth, they finally relented saying they would give a $5 credit to “make things right”. And that was it - after overpaying for cold food that was here well after it should have been. Quite honestly, I’ve had more luck with Comcast customer service, and at least with them you have a phone number to call.",atreblemaker,caviar-order-food-delivery,931355786,"{'id': 10600337, 'body': ""Thanks for the feedback and I'm so sorry to hear about the issue you've experienced. We strive to provide the best experience with our service and support as possible, and clearly we fell short here. Could you send us more details of your experience at trycaviar.com/contact with ATTN: Alex in the subject line? I'd be happy to help find a proper resolution."", 'modified': '2019-09-10T02:32:26Z'}"
1,False,"Terrible app, terrible service, terrible customer support",2019-07-18 01:12:25,"Ordered about $45 worth of Sushi because UberEats and DoorDash (great service on those apps) weren’t working. Well it seemed like an alright process up until the time actual deliver came. Ordered around 7:30pm and at 8:23pm I get a notification that the food had been delivered.....while I was sitting on my couch. Strange so I went to the door and no one was there. I waited and waited and eventually knew something was wrong. I was able to get in contact with my driver who said she delivered the food and that a girl grabbed it at the front door. Only problem is on all 3 stories of our apartment are full of dudes....she either came to the wrong place or is delusional. She was acting as if it was some technical error. “Oh wow that’s really strange wow.” Uh ya, mega strange that you just gave me food to a random person without notifying me you were here. Said she would contact support and I asked for their number and texted multiple times and she stopped responding. The customer support doesn’t have a number either which is unacceptable. Just the email and the live chat which is supposedly the fasted method but our live chat was never responded to..... What I’m saying is, if you have to eat crumbs off the floor or use this app, save yourself the hassle and just hit the floor!",CaviarBoy227,caviar-order-food-delivery,931355786,"{'id': 9731726, 'body': ""Thanks for the feedback and I'm so sorry to hear about the issue you've experienced. We strive to provide the best experience with our service and support as possible, and clearly we fell short here. Could you send us more details of your experience at trycaviar.com/contact with ATTN: Frankie in the subject line? I'd be happy to help find a proper resolution."", 'modified': '2019-07-18T16:25:13Z'}"
1,False,Worst delivery app,2020-06-05 18:30:09,"I do not understand how the rate exceeded 4 points on App store (but please don’t get deceived by the rate and actually read the reviews before you start using this service) I’ve had so many bad experiences with this app just like others did. Delivery time getting pushed back is just normal. Once I waited for TWO hours to get my food, reached out to customer service, all they said was do you want to cancel this order and get a refund? Ignoring my TWO hours of wait time, didn’t even bother to solve the issue but they were rather trying to get rid of one customer who literally waited for so long to get her food by just processing a refund. Then the courier all of sudden arrived and texted that he doesn’t have access to come upstairs since the security wasn’t there. I texted him as I was going downstairs saying he could leave the food at the security desk (no contact delivery) and I arrived in a minute, the security was there and my food WAS NOT. He lied about leaving it at my security desk. I waited for two and a half hours for nothing. Caviar doesn’t even have the feature where delivery people need to take pictures of where they left the food for no contact deliveries. If you want to waste your time on waiting food and need frustration in your life, please use this app.",shdjdjfm,caviar-order-food-delivery,931355786,
1,False,Has Fallen Off A Cliff,2020-05-30 11:07:43,"There is really no upper management that resolves serious problems. For several months, restaurants have been listed as available and they aren’t even open. Worse yet, the system allows you to place an order, pay for it, and expect delivery as if it were open. Only when the time comes for delivery and your order doesn’t arrive does Caviar finds out the restaurant is closed. Or at delivery time, Caviar just cancels your delivery without explanation. Customer reps never give an honest response about why these restaurants continue to be listed as available and not removed from the list. They allude to management. Management, whoever that is, never takes control, and remedies the problem. Caviar ends up giving you a worthless $10 credit which hardly compensates for any of their huge fees. Last night, I placed an order at a restaurant that was listed as available and was given a specific delivery time. At delivery time I received no delivery.  When I inquired, the customer rep replied that  my food was being prepared by the restaurant and would be  delivered shortly. Another customer rep replied that the restaurant had closed early.  I then received four emails and a text that my food had been delivered which of course it had not. Caviar has fallen off a cliff......",Shana Fegel,caviar-order-food-delivery,931355786,
1,False,Horrible Customer Service,2019-01-27 00:05:45,"So I just recently downloaded the caviar app and when I opened it today to place an order a notification popped up that said I would get free delivery for my first order. So I clicked ok and of course I was going to take advantage of that. As I was reviewing my order I made sure to see that there was no delivery fee and sure enough it said $0.00. After placing the order I looked at my receipt and there was a $7.99 delivery fee that appeared. I contacted caviar about this and they wanted a screen shot of the notification in order to credit me my free delivery, however it was a notification. I said ok and it disappeared, I mean I guess I should always screenshot notifications 🤷🏼‍♀️. They were acting like it was a fake notification or maybe they just didn’t believe me.  Either way, if you use this app and want to make sure you get the free delivery on your first order or any other promotion they offer be sure to take a screenshot of it or they will not believe you. As the conversation ended they said there was nothing they could do. I later received an email saying my delivery fee was credited to my account, so they did eventually do the right thing but I don’t feel like I should have had to work that hard to get something they offered me to begin with.",frannypat,caviar-order-food-delivery,931355786,"{'id': 7029294, 'body': ""Thanks for the feedback and I'm so sorry to hear about the issue you've experienced. We strive to provide the best experience with our service and support as possible, and clearly we fell short here. Could you send us more details of your experience at trycaviar.com/contact with ATTN: Aicea in the subject line? I'd be happy to help find a proper resolution."", 'modified': '2019-01-27T16:13:17Z'}"
1,False,Delivery people let your food sit while picking up other orders,2021-05-09 21:16:06,"I used to love this app when it was done by Caviar. Now that they have partnered with DoorDash to deliver the food the service has dramatically dropped. Dashers are allowed to pick up your food then go pick up other orders while your food sits and gets cold. Expect long delays. My last order took almost 2 hours from when I ordered for it to be delivered. My dasher picked up my food then went to pick up someone else’s order and sat at that location for over 50 minutes waiting on that persons order. My order was almost $70 and when I reached out to support about receiving cold inedible food that went into the trash I was offered $24 in credits! After stating nothing but a full refund was acceptable I was offered a credit or refund of $40something. It took having to threaten a chargeback and a supervisor request to get a full refund.

Caviar and DoorDash here is a suggestion for improvements (if you read these) as you have just lost a customer that orders from you almost weekly with average orders being $40+. When a dasher picks up food it needs to go directly from the establishment to the person that ordered the food. Dashers should not be allowed to pick up another order until the one they have has been delivered.",Freakthezeke,caviar-order-food-delivery,931355786,
1,False,Beware of the service - it’s terrible!,2018-10-14 03:39:43,"App appears to work well, hence the two star rating. The actual service stinks. We tried the service on the way home from vacation, because I didn’t want to sit in the car another 12 min to grab our favorite pizza. Delivery was set for 25-40 min, which seemed reasonable. Got a text 40 min later that it’s being delayed another 15 min. 30 min later, still no pizza. Got an update that the driver was finally at the pizza shop. 15 min later called the pizza shop who was just then making the order. Apparently they rejected the order but Caviar never let me know that. They ended up putting it in when the driver was there. Wish they would have just called - I would have cancelled. We still don’t have the pizza yet - it’s due in another 10-15 min, over 2 hours from when we placed the order. What a joke. I will not be using this service and can not recommend anyone else use this. Hungry people like their food in a timely manner - charging them with no option for refund - or option to even contact beyond submitting an email through their system - and then taking over 2 hours to deliver that food just makes for an angry customer who will shout to the rooftops how terrible the business is. Beware of this service!",AJ446,caviar-order-food-delivery,931355786,"{'id': 5491691, 'body': ""Thanks for the feedback and I'm so sorry to hear about the issue you've experienced. We strive to provide the best experience with our service and support as possible, and clearly, we fell short here. Could you send us more details of your experience at trycaviar.com/contact with ATTN: Angie in the subject line? I'd be happy to help find a proper resolution."", 'modified': '2018-10-14T20:18:13Z'}"
5,False,Noticeable enhancements,2020-10-10 16:31:06,"I hadn’t used Caviar for 6 months because I was in a different state til last week. One of my favorite Dominican restaurants (shoutout to Puerto Viejo!) only offers delivery on Caviar so I had it re-installed. I’m used to the Uber Eats interface but man I love how Caviar always has high quality pics of the food. I also noticed the subtle UI/UX enhancements with the text on the buttons and even the ability to “gift” meals during checkout- really neat! Food delivery “gift giving” is definitely a thing so I thought it was very good how that’s a legit option on the app now. One thing I didn’t like was how longer menu categories have a “toggle to see more” functionality now. I get that it saves screen real estate but I missed it at first and was wondering if the restaurant condensed their menu. Other than that, really happy to be back on this app and thanks for the generous 50% off new user promo :P literally coming back because of Puerto Viejo but the app is so nice that I’ll try to use it more than its competitor, haha. Cheers guys stay safe.",annriseki,caviar-order-food-delivery,931355786,
5,False,Delete your Caviar app ASAP!!,2020-01-27 18:35:56,"My account was hacked and within a two-day period, I was charged for over 1k of deliveries all across the country-- sometimes within an hour of each other to different states. I received no alerts that orders were made and only found out when one of the orders was not able to be fulfilled. I've contacted Caviar via email and their website multiple times (since they have no phone number) and have not received a response. It is absolutely WILD to me that they don't have systems in place to catch suspicious orders given how often they are hacked. Moreover, my home and work address were also compromised since they were stored in the app. To refer just people to their banks to dispute the charge is incredibly inappropriate since it was not my credit card that was stolen, it was YOUR PLATFORM that was compromised. Yet, Caviar takes ZERO responsibility. I now have to get a new credit card and update every single one of my autopay services.",leoprd195,caviar-order-food-delivery,931355786,"{'id': 13229105, 'body': ""Thanks for the feedback and I'm so sorry to hear about the issue you've experienced. We strive to provide the best experience with our service and support as possible, and clearly we fell short here. Could you please email us at disabledusers@trycaviar.com? Our team would be happy to assist."", 'modified': '2020-01-31T20:46:32Z'}"
2,False,Customer support is terrible or non existent,2020-05-21 14:18:25,"Have ordered many times with the app but in the past two days we had three orders in a row with major issues, including orders out for delivery getting halfway to my house, veering off course, then stopping at a midpoint for 15-20 minutes before continuing. (Midpoint is conveniently at another restaurant). This led to cold food because of a 30 minute commute (read:30 minutes AFTER being picked up under a mile away)

When contacting support i was told that while the delivery was beyond the estimate it wasnt large enough to warrant a refund and the chat was ended by the agent. I didnt ask for a refund, i was trying to discuss multiple issues with the app (one previous order was ‘delivered’ but never arrived because the driver never picked it up and i needed to go to the restaurant and get the food even though i paid delivery and tip...)

I understand times are odd now. And issues can be caused by drivers, restaurants, or the app. But caviar is the face of this. And this is their business model. And it has issues that shouldnt be brushed off as minor when support is actually reachable. Especially when customers AND restaurants are getting charged heavily to use this app.",YepIYelp,caviar-order-food-delivery,931355786,
1,False,2 HOURS FOR COLD FOOD! DO NOT USE!!!!!,2019-02-15 02:23:12,"TWO HOURS for cold food. Don’t ignore these terrible ratings and reviews. I recently downloaded the app (February 2019 in Chicago) and crossed my fingers... unfortunately I got stuck in the same over two hour delivery issue with no response from “customer service”. The only phone number you can find online immediately hangs up on you when you push the button for support. Then, the “contact support” page has no sign of assistance since it tells you to email them and then that email says they don’t check that email. There is no way to contact the driver either. I contacted the restaurant directly. I placed an order at 6:18. The restaurant confirmed that the food sat there for 45 minutes before it was picked up. Then, when it was finally picked up, the delivery time was again increased by another hour for a restaurant that is 13 minutes away. The driver’s location continually drove further away from me and the time climbed. The only explanation was that he was dropping off other orders before mine. The company clearly does not have enough drivers since the food sits ready at the restaurant for so long and the drivers don’t come straight to you but drive in the OTHER direction. After two hours, food was ice cold.",Nbilds,caviar-order-food-delivery,931355786,"{'id': 7317728, 'body': ""Thanks for the feedback and I'm so sorry to hear about the issue you've experienced. We strive to provide the best experience with our service and support as possible, and clearly we fell short here. Could you send us more details of your experience at trycaviar.com/contact with ATTN: Steph in the subject line? I'd be happy to help find a proper resolution."", 'modified': '2019-02-15T18:27:28Z'}"
1,False,Zero accountability,2019-11-17 06:27:16,"This is an app and service I cannot get behind. I wanted to like it, I had high hopes. But after using the service to order a heftily priced meal, and getting plenty of text and email notifications on my food order status, I get a message that my food was delivered. Except it wasn’t. I contacted the restaurant, who tracked down the driver. “ oh they said you never answered their phone.” The driver never called. After the driver said he would redeliver my food, nothing ever showed up. Again the restaurant was called. “Caviar will give you a refund” but guess what they don’t. No phone number for customer service, only emails with a bot. No way to refund and reissue the order together, despite the fact that you employed a driver who lied about delivering food twice. And when the food was redelivered, the driver was given no thermal bag to keep food warm. Which is great when your driver delivers on a scooter in 20degree weather. How can you be expect to scale when you don’t even equip your staff with minimal technology that was created in the 1980s?? No one is held accountability for the sheer asinine experience because they hide from phone calls. An obnoxious experience all around. Never using again. Rant complete.",Annoyed Customer NYC,caviar-order-food-delivery,931355786,"{'id': 11960142, 'body': ""Thanks for the feedback and I'm so sorry to hear about the issue you've experienced. We strive to provide the best experience with our service and support as possible, and clearly we fell short here. Could you send us more details of your experience at trycaviar.com/contact with ATTN: Frankie in the subject line? I'd be happy to help find a proper resolution."", 'modified': '2019-11-20T18:57:18Z'}"
3,False,Compromised Account Policy,2020-01-23 22:02:07,"I generally really love everything about Caviar. However, my account was compromised today. Multiple changes made: name change, delivery address added, phone number changed - all things that should be red flags if fraud monitoring is in place. Realistically if my phone number is changed in the app I should probably need to verify that change via email. The order was placed (lobster delivery to NY) and I found out about it via a status update to my email. I immediately contacted them through the app and always asked for several verifying pieces of info. Upon giving them my account was nuked and I was told if I’d like to use caviar I should signup with a new email. (Lol) No way to make sure there weren’t other fraudulent orders, contact support with a ticket associated with the account, get confirmation the account is actually deactivated.. etc. Just K BYE. Um.. let’s revisit this. I appreciate the swift response but that was a pretty over the top reaction to something that pretty obviously seemed to require 1) a hold on my account and 2) a link to reset my password sent to my email.",erinbeitel,caviar-order-food-delivery,931355786,
2,False,Caviar murdered by DoorDash,2020-12-18 19:25:38,"Caviar used to be the best food delivery app by far: great restaurants, almost never any problems, and customer support was amazing when you did have an issue. However, now that Caviar has been bought by DoorDash, they’ve migrated Caviar to the DoorDash platform such that the Caviar app is just a rebranding of the DoorDash app. The experience is now far worse and reliability is way down. Unless you want to risk going hungry, I recommend using Uber Eats instead, which is much more reliable.

Caviar will happily accept an ASAP order and then do nothing for multiple hours. The app might show that the restaurant is “preparing your order” but nothing is happening. If you contact customer service, which is annoying with their poor interface, you might be told that the restaurant is closed or refused your order or that they couldn’t find a Dasher. In the meantime, you’re hungry and you might have missed order cutoff times for other restaurants. This has happened repeatedly with multiple restaurants.

Unless DoorDash completely revamps their poor customer experience, use Uber Eats instead.",SteveT334,caviar-order-food-delivery,931355786,
