isEdited,review,developerResponse,date,rating,title,userName,app_name,app_id
False,I don’t know if my last review went through but I need people to know this app has gone downhill. I’ve been using it for years and my last few orders have had delivery problems. I know it’s not with the restaurants because I call the restaurants and they say drivers either don’t come or they take the food. I ordered food earlier today and it never came. I called the restaurant and they told me the driver that came to get my food and another person is all of a sudden MIA. They told me to call seamless and told me they told the other guy to do the same. I call Seamless to get it resolved and they said the guy called me a couple of times (never got those calls btw) so they would only offer me 50% off my next order and not a refund. When I called the restaurant they said Seamless told the other guy the same thing. I essentially just paid $25 for Seamless to waste my time. This happened before and I ended up having to walk to the restaurant to get my food which kinda defeats the purpose of a delivery app. Screw this app. I’d rather pay the delivery fees from better apps and actually get my food than use Seamless again. You can keep your 50% off. I’m deleting the app.,"{'id': 12802686, 'body': 'Thanks for contacting us! We can not apologize enough for the trouble with your order. Please reach out to customer care so we can assist you at 877-585-1085!\xa0', 'modified': '2020-01-08T21:05:58Z'}",2020-01-03 20:43:30,1,Terrible service,Move around,seamless-local-food-delivery,381840917
False,"Seamless used to be so reliable, decent delivery and if things went wrong, they would respond so fast and be so effective at resolving issues. Now, they hide their chat feature so it’s incredibly difficult to even find their customer service, and their service has been terrible lately. A little while ago I waited 3 hours for food that was never delivered, and Seamless offered no explanation for that issue. I know it was a Seamless issue because the driver was contacted and HAD the food, but did not deliver to me. I’m only rating here because I don’t want to give the poor restaurant a crappy review for Seamless’ fault for sending a bad delivery driver. The customer service was useless and offered me only discounts the “next time” I ordered, as if I would order again after that kind of delivery disaster. I gave Seamless a lot of chances, but after delivering my food consistently late (or not at all) for the past few months, I’ve stopped using the app entirely. I’d honestly pay more delivery fees to get food delivered directly from the restaurants themselves, than to suffer through Seamless’ inefficiencies and poor service.","{'id': 12240250, 'body': 'We are sorry to hear you are not satisfied with our service.  Please call 877-585-1085 so we can assist you.\r\n', 'modified': '2019-12-06T01:43:23Z'}",2019-12-05 22:16:41,2,Not as good as it used to be,mx__j,seamless-local-food-delivery,381840917
False,"I've been a Seamless customer since 2012. They've really gone downhill since the GrubHub merger. Here's what finally made me switch to their competitor. I ordered dinner from my go-to sushi spot in NYC. An hour passes, and the driver marked the food as delivered. But it wasn't delivered. I called the restaurant and they tell me: ""Michael, the food was never picked up. It's still sitting here on the counter."" Seamless support says they can't assign another driver since it's been marked as delivered, but they'll refund me and also refund the restaurant, and that I should just reorder. So, I do that, and another hour passes. And the same thing happens again! The driver marks the order as delivered, but there's no delivery. So, I call the restaurant again, and they say, ""Michael, you're not going to believe this... Seamless assigned the same driver to the order and they marked it as delivered again... But they didn't pick it up."" This time, after seamlesss support gives me the same exact speech about reordering the food, I ask to escalate the case. They promise they will and will get back to me ASAP. That was a month and a half ago. Haven't heard anything from them. It's plain and simple, they do not care about customers.","{'id': 24900282, 'body': 'Hello michaelgold, Thank you for taking the time to provide feedback about your experience. We’re sorry to hear your order didn’t go as planned. Please contact us at grubhub.com/help.contact-us so we can look into this for you.', 'modified': '2021-09-03T23:34:16Z'}",2021-09-01 22:24:41,1,No accountability,michaelgold,seamless-local-food-delivery,381840917
False,"I've had a recurring issue with Seamless, where several times the delivery person will call and I don't receive any call or notification until they've been waiting a very long time or have left.
Since the pandemic, I added ""contact-free delivery,"" with instructions to text me. I do this out of safety and also because it speeds up the process so the delivery person doesn't have to wait for me to run downstairs and I don't have to worry about holding them up if I somehow don't receive their call.
Today, I received a text from the app saying they would be arriving soon (they were already delayed) but no call. Then ten minutes later, I receive another text from the app saying that they have been trying to contact me when I haven't received a call or a notification.
The delivery man was understandably very upset and walked off before I could explain. I feel bad that he was waiting in the rain, but I'm frustrated with Seamless for the constant issue with dropped calls and notifications, and the fact that he didn't know he could have left my food and texted me.",,2020-08-19 14:52:08,2,Fix your app please.,Brovarika,seamless-local-food-delivery,381840917
True,"To the developers… I do contact customer care every single update/time this happens. I rarely get a response.  When will this stop?!?  

The following is now true after every single update. The app will work for a week, they update it, then it will give an error while loading restaurants. Only loads a handful of restaurants. No more than that before I get an error. So basically I’m limited to searching within a quarter mile as I sort by distance. The latest update is not loading restaurants. It’s stops and says can’t load more... error. Customer service is of no help. They tell you the generic... delete and redownload the app. Keep doing it. Still doesn’t work. And why is it it that a restaurant gets labeled a “go-to” when I’ve only ordered there once? I see restaurants that had terrible food and I would never order from again come up as a go to? Says who?? Why? Why is Seamless deciding that for us? Why can’t we choose what our favorites are? This app keeps getting worse and worse. I’m sure grubhub is no better as they are the same company and my grubhub account was hacked. So forget them!!","{'id': 23212289, 'body': 'Thank you for taking the time to provide feedback about your experience. Please contact Customer Care at http://grubhub.com/help/contact-us. so we can look into this for you.', 'modified': '2021-06-09T21:01:16Z'}",2021-06-09 21:01:16,1,Gets worse week by week,Sister.ray,seamless-local-food-delivery,381840917
False,"The app itself is eh at the very best. Recently I ordered from a restaurant Seamless had listed and they delivered my food an hour and 45 minutes past the delivery time. When I called the restaurant to ask what was going on, there was no hello or anything, someone immediately said “the driver is running late, your food will be there in 10 minutes”. Hmm ok which I told them if it is not here by then please cancel the order. Of course it doesn’t come within that time because why would it? I proceed to order from UberEats which gets to me in 20 minutes. 

Now, when I contact Seamless about it they say they have to check with the restaurant to see if they’ll give me a refund...what??? They should be answering to you, it’s doubtful the restaurant is going to admit to anything being wrong. When I ask the agent if she thinks it’s right that it took 2 1/2 hours to have food delivered and still be charged full-price, she ignores me and proceeds to say they can offer me a credit...which then I also never get.

Save your time and use another app like UberEats or DoorDash - both are much as far as dining options.","{'id': 3311281, 'body': 'Hello, BangMF! We are extremely sorry to hear about the troubles with your delivery! We understand how frustrating that is! We want to make this right for you. Please reach out to our Customer Care at 877-585-1085. Thank you for your feedback!', 'modified': '2018-04-30T22:01:53Z'}",2018-04-29 21:55:02,1,Terrible customer service,BangMF,seamless-local-food-delivery,381840917
True,"Sick and tired of all of extra fees now... (just received a response from seemless explaining the fees are necessary for me to have more options) 
No seemless you have it wrong... seemless have you looked at what’s available to me.. nothing short of terrible. More money for poor quality food. Now restaurants are no longer using their own delivery people.. seemless outsources people to pick food up and deliver. Now the deliveries are lack luster! Seemless have you also not noticed I live in nyc??? Everyone lives in apartment buildings. Seemless do you know how many times the driving delivery people call me to come down to the street to pick my food up?? Almost every time! And I’m paying extra fees and a tip for this terrible service. Once again these fees don’t justify anything. I’d rather have less options, better quality  and better service.","{'id': 11347426, 'body': 'Thank you for your feedback! The delivery and service fees are what make it possible to have your favorite local restaurants available on our platform.', 'modified': '2019-10-20T11:56:15Z'}",2019-10-20 11:56:14,5,To many fees now,Boopdean,seamless-local-food-delivery,381840917
False,"The menu items are often wrong, doesn’t update when restaurants are closed, they say the order tracker function doesn’t work, the fees seem to be going up and the customer service is really so much worse than it used to be. The chat customer service function doesn’t always work either so you have to call in if you have an issue and that to a hot mess.  I just had a wrong order -the help chat function didn’t work- so I called in and had to hold forever and they refused to even talk to the restaurant about sending a correct order and just wanted to refund the items- but then refunded the item but not the high fees attached.  So I paid fees to get nothing I could eat.  Especially offensive because they sent raw fish instead of the cooked fish I ordered and I am a cancer patient so it wasn’t even a preference thing.  I literally dropped $15 on a side item of 2 small breakfast sausages after they “helped me”
While caviar is more expensive but they have more updated menus, images of all the items, they have delivery tracking that works, better client services","{'id': 10540261, 'body': 'We apologize for your experience.  We appreciate your feedback and suggestions.  ', 'modified': '2019-09-05T18:59:00Z'}",2019-07-21 15:57:44,1,Getting worse and worse,Courtwend,seamless-local-food-delivery,381840917
False,"Recent updates have really tanked the user experience. One, they got rid of menu categories. Try ordering from an NYC diner without it — ridiculous. Two, they removed delivery fee info from the main menu page so that you don’t see it until you’re about to check out and get hit with a $7.99 delivery charge — shady. At bare minimum they could put it in the restaurant’s About Info so that you don’t have to add a fake item and then go to your cart just to see how much the fee is.  

These changes clearly weren’t made with the user in mind, so I’m guessing they thought they’d please restaurant owners by forcing users to spend more time looking at their menus and not ruling a place out based on how high the fee is. Instead it makes me more inclined to reorder from places I already know (or not order at all) and creates frustration that spills over from Seamless onto the restaurant, which is ultimately bad for their business, not just for Seamless. Hopefully they’ll reconsider these poor updates.","{'id': 9851061, 'body': 'We are sorry to hear this. We appreciate any and all feedback.', 'modified': '2019-07-25T21:41:59Z'}",2019-06-30 16:35:17,2,Terrible update: no menu categories & hidden delivery fees,Beakerb82,seamless-local-food-delivery,381840917
False,"We’ve been using Seamless for years now in the NYC area. We’ve never had problems with the app or ordering. There was a recent update that changed many features and it eliminated a lot of ones we were using. There are also new bugs. 
The app no longer lets you filter by cuisine. That was a feature we used often and we are upset that it’s no longer an option. If you’re interested in ordering a certain type of food, why would you not keep the option to filter out everything else on a meal ordering app? 
Also, ran into a bug where I was visiting another state and used Seamless to search for food. Then when I came back home and tried to search again, it would still show restaurants in another state. I’m not sure how to fix that and now I’m not even able to use the app to order locally. We’re pretty disappointed with what has happened to seamless after being such a reliable app in the past. We might have to switch to something else now.","{'id': 20168822, 'body': ""Hello Metalhead732, Thank you for taking the time to provide us feedback about your experience. We are sorry to hear that your order and experience didn't go as planned. Please contact our care department at 877-585-1085, so we can look into this matter further for you. Thank you."", 'modified': '2021-01-04T15:48:21Z'}",2020-12-31 21:26:22,2,Newest Update is Problematic,Metalhead732,seamless-local-food-delivery,381840917
False,I had written BUT NEVER submitted a review of one of my favorite restaurants while I was frustrated due to the weather delaying the delivery. I closed my laptop and came back to see that it had automatically submitted. I contacted them countless times and was told they would remove it. It was never removed so I contacted them again and was told that they would not remove the review and wouldn’t consider it any further. They wouldn’t even escalate the issue to their supervisors. The review IS NOT a fair representation of the restaurant and shouldn’t have submitted in the first place. It was only submitted due to a flaw with their website and they will not honor my request to remove the review. It is now uncomfortable for me to go to this restaurant when in the past I truly enjoyed it. I am not happy with Seamless’ customer service,"{'id': 11211326, 'body': 'Hello LOUIECHI. We are so sorry to hear about your experience on our website. We would very much like an opportunity to rectify this situation. Please reach out to a member of our Customer Care team at 877-585-1085. Thank you.', 'modified': '2019-10-12T20:52:52Z'}",2019-10-11 21:04:05,5,Seamless does not care about customers,LOUIECHI,seamless-local-food-delivery,381840917
False,"Beware of seemless. I loved this app but started to have constant issues with their delivery. Two days ago I ordered the delivery, the driver drove with my order claiming she tried to contact me. I never received the order, never got a call, tried to contact a customer care agent, and they refused to give me a refund for my order that I never received. Instead gave coupons which I still had to spend money. I was robbed. Today I ordered and suddenly after an hour of waiting my order was cancelled without any explanation. So I tried ordering again, and the same happened where the delivery driver drove off with my food and reported it as delivered when I never received my food. I called a customer care agent and he gave me a refund and a coupon for this order. I spent over $50 today on seemless for nothing but a bunch of cancelled orders. It takes 10 days to get that money back in my bank account. People don’t have money to just waste. I’m 9 months pregnant and on bed rest. This company robs people of their money. I will never be using this delivery app again. They’re crooked.","{'id': 10540441, 'body': 'Hi artsbarbie. We feel terrible this was your experience and we want to help. Please feel free to call us at 877-585-1085 or chat in. ', 'modified': '2019-09-05T19:27:06Z'}",2019-08-05 23:31:31,1,Beware,artsbarbie,seamless-local-food-delivery,381840917
False,"I ordered food at 6pm, got a confirmation and everything, ETA 7:02. No problem. I waited until 7:45pm - called the restaurant they said the food was picked up over 30 minutes ago.  I live less than a mile from the restaurant. Shouldn’t take 45 minutes to find my house. There’s no way to contact the driver so I can’t call to help him find my house or check on my food or anything. My guess is he stole it. It’s now 8:30pm and still no sign of it. Now I’m supposed to call customer service and wait on hold for over 30 minutes to appeal my case and beg for a refund. Meanwhile I’m 8 weeks pregnant and so hungry I’m about to throw up while waiting for my food. Not to mention I have 6 other people who have been waiting at my house for over an hour to eat. Absolutely livid. I’m done with this app.  DO NOT USE THIS APP!!","{'id': 5109345, 'body': 'Hi, Kb3830! We are so sorry that you had this experience with Seamless. Please allow us the opportunity to make this right. Please contact our Seamless Customer Care Team at (800) 256-1020 so we can further assist you. We sincerely apologize for the inconvenience these issues have caused. We look forward to speaking with you soon!', 'modified': '2018-09-19T01:56:04Z'}",2018-09-15 01:19:36,5,Don’t use this app,Kb3830,seamless-local-food-delivery,381840917
False,"I ordered my food from Chipotle in Brooklyn so I know that the food is good however I ordered a delivery through Seamless which by the way is also GrubHub just to make sure everyone knows they are they same company. 
  Anyway my food never showed up! They said it was left on he sidewalk in front of my building. The problem with this is it’s a massive building where hundreds of people live in not the best neighborhood in Brooklyn where pedestrians walk by every 2 seconds. The other problem is another tenant in my building also ordered Chipotle at the same exact time and his delivery was brought in to the building and left at our front desk where we have 24 hour around the clock security guards. 
   When I called Seamless the woman I talked to couldn’t hardly speak English and she had to repeat everything she said multiple times which made things even worse. Finally 2.5 hours after when my food was to arrive I ordered the same exact order and explained in detail to NEVER EVER leave food on the sidewalk IF I ever decide to order from them again.",,2020-11-08 01:22:37,1,Contact free,ManfromManhattan,seamless-local-food-delivery,381840917
False,"I ordered food about a week ago. After about 45 minutes I went to check on it in the app and I could see the driver on his way. Then I saw him pass my neighborhood and pull into the complex right past mine.  He sat there a few minutes and then the app said my food was delivered. I called Seamless, was on hold 15 minutes and then got “disconnected”. I called back and they said they would call the driver and call me back.  They never called back and I never got my food.  I submitted a comment on the app asking to be refunded since by this time customer service call availability was closed.  Their response the next day was that the food was attempted to be delivered and I couldn’t be reached.  The food was picked up from the restaurant so the restaurant wouldn’t refund. Seriously?   I couldn’t be reached?   I reached out to you, twice!  My address is very easy to get to and no one called me, even after I wasted my time trying to chase down my food.  I submitted a claim with PayPal and got my money back.  I won’t be using seamless again.","{'id': 12802663, 'body': 'Thanks for contacting us! We can not apologize enough for the trouble with your order. Please reach out to customer care so we can assist you at 877-585-1085!\xa0', 'modified': '2020-01-08T21:03:06Z'}",2020-01-04 01:34:08,1,Terrible customer service,Aryakitty,seamless-local-food-delivery,381840917
False,"Good app, great service. However, if you move and continue to use this app beware! The app will default to your previous address if you order from a restaurant that you’ve ordered from before. I checked my order twice but once I paid it had reverted to my old address again! There’s no way to get rid of it. I changed all my addresses on the app and it will still use my old address. Fortunately customer service is helpful in contacting the restaurant when this happens but if you don’t check your receipt you may not even know that it’s going to the wrong address until you’ve waited for an hour and you’re starting to starve. Since you’ve already paid for the food there’s also little you can do if you end up getting cold food in the end. Phone orders definitely take less time and are more accurate. Please fix this.","{'id': 4584358, 'body': 'Hi Gibsy11. We are sorry for the inconvenience that you experienced. We appreciate the feedback. If you need further assistance, please contact Customer Service at 1-877-585-7878.', 'modified': '2018-08-08T23:11:17Z'}",2017-12-27 00:26:00,4,Good app but check address 5x,Gibsy11,seamless-local-food-delivery,381840917
False,"Seems like the last few times I’ve ordered...eh hem... TRIED to order from Seamless, the restaurant is closed. One time I chose to pick up. It said order would be ready in about 35 minutes. Waited about 25 minutes, drove to the diner and it was closed. They sent me a coupon that can only be used if I spend $15+. I didn’t get to use it and has since expired. 
Another time, it took 2 hours and 20 minutes for the food to be delivered when it said it would be 50 minutes. It was later than I had expected to eat, and got even later when I had to wait longer to heat up the cold food. 
Today, I ordered because it said the place stops receiving orders at 9:45PM. The order went through.  Then, I got an email stating that the place isn’t taking orders because they’re closed. 
They really need to get on updating restaurant information before people set out to get food, or even order. 
After the first time, it did discourage me from using Seamless, again. Now that it’s happened twice, I’ll most likely not use it again.","{'id': 22465485, 'body': 'Hello The Real CoCo Butter, Thank you for taking the time to provide feedback about your experience. We’re sorry to hear your order didn’t go as planned. Please contact us at https://www.grubhub.com/help/contact-us if further assistance is needed.', 'modified': '2021-04-26T15:38:20Z'}",2021-04-25 01:25:41,1,Restaurant Closed.,The Real CoCo Butter,seamless-local-food-delivery,381840917
False,"This app isn’t the best.  I’ve never had food delivered this late before, and I’m not talking 10-15 minutes late but actually 1-1.5 hours late.  I can’t blame the app for the actual lateness but I think they could do a better job of showing more accurate wait times so that I can manage my expectations.  The search function also doesn’t work very well.  I’ve put in a keyword search and it shows me restaurants that don’t even hold the item.  Additionally, since the update, I can’t see the distance of how far the restaurant is from me like I used to be able to.  That should be brought back.  Lastly, it displays restaurants in the delivery section that don’t even deliver to my apartment.  Several times I’ve ordered food just to find out 45 MINUTES later that they don’t even deliver.","{'id': 4566263, 'body': ""Hey Merve10, we're so sorry to hear about these order issues! Please give our Customer Service Line a call anytime you need us! We're always happy to check on your order for you!"", 'modified': '2018-08-07T23:58:57Z'}",2018-08-05 20:43:37,5,Meh,Merve10,seamless-local-food-delivery,381840917
False,"We live in the suburbs and like many families with young kids we depend on food delivery from time to time to help make life a little easier.  Up until tonight we didn’t mind paying a fee for the convenience of delivery and are typically pretty generous tipping drivers in advance.  Tonight we had a horrible experience with a driver who did not deliver our food.  When my wife contacted the driver via phone he said he arrived at the house and beeped in the driveway but we didn’t come out.  When my wife asked him why he didn’t ring the door bell he responded by saying they are not obligated to come to the door and that he tried calling us but we didn’t pick up so he just drove away.  We then asked him if he would come back and he said that he would but he never came back.  We immediately called customer service at seemless where they offered us a 60% credit back towards a future order, citing the same policy.  I will never use Seamless again and would recommend you don’t either because of this sheisty policy.","{'id': 13767022, 'body': 'We apologize for any issues and appreciate this feedback!\xa0\xa0', 'modified': '2020-02-28T18:39:39Z'}",2020-01-26 02:06:47,1,DON’T USE SEAMLESS!!  Unethical company!!,danT the dad,seamless-local-food-delivery,381840917
